"ASV"	"Domain"	"Supergroup"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV240"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	NA	NA
"ASV241"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV242"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	"Helotiaceae"	"Crocicreas"	NA
"ASV243"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	"Cystodendron"	NA
"ASV244"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	NA	"Candida"	"Candida_diddensiae"
"ASV245"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV246"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Geastrales"	"Geastraceae"	"Geastrum"	"Geastrum_campestre"
"ASV247"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Caliciales"	"Physciaceae"	"Physcia"	NA
"ASV248"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Teloschistales"	"Teloschistaceae"	NA	NA
"ASV249"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Teloschistales"	"Teloschistaceae"	NA	NA
"ASV250"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Teloschistales"	NA	NA	NA
"ASV251"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	NA	NA	NA	NA
"ASV252"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	"Neophaeococcomyces"	NA
"ASV253"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV254"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV255"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	NA	NA
"ASV256"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	NA	NA
"ASV257"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA
"ASV258"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	"Chrysosporium"	"Chrysosporium_pilosum"
"ASV259"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_wentii"
"ASV260"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV261"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_dierckxii"
"ASV262"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV263"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV264"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_menonorum"
"ASV265"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV266"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV267"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV268"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	NA	NA
"ASV269"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	NA	NA
"ASV270"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV271"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV272"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV273"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV274"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV275"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV276"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV277"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV278"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_ustus"
"ASV279"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	"Talaromyces_minioluteus"
"ASV280"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_penicillioides"
"ASV281"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV282"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	NA	NA	NA	NA
"ASV283"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_citrinum"
"ASV284"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Teratosphaeriaceae"	NA	NA
"ASV285"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	NA
"ASV286"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV287"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_cinnamopurpureum"
"ASV288"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	NA	NA	NA
"ASV289"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV290"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV291"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV292"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_conicus"
"ASV293"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_restrictus"
"ASV294"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_carbonarius"
"ASV295"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV296"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_terreus"
"ASV297"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	NA
"ASV298"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	"Talaromyces_rugulosus"
"ASV299"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_tamarii"
"ASV300"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_flavus"
"ASV301"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_flavus"
"ASV302"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	NA	NA	NA
"ASV303"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	NA	NA	NA
"ASV304"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_xenobiotica"
"ASV305"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	NA
"ASV306"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA
"ASV307"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Bradymyces"	"Bradymyces_oncorhynchi"
"ASV308"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Bradymyces"	NA
"ASV309"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Knufia"	NA
"ASV310"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA
"ASV311"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	NA	NA	NA
"ASV312"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Knufia"	"Knufia_karalitana"
"ASV313"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Knufia"	"Knufia_karalitana"
"ASV314"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV315"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Lophiotremataceae"	"Lophiotrema"	"Lophiotrema_rubi"
"ASV316"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	NA	NA	NA	NA
"ASV317"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	"Chrysosporium"	NA
"ASV318"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Onygenales"	NA	NA	NA
"ASV319"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV320"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV321"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV322"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV323"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV324"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV325"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	NA	NA
"ASV326"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Epicoccum"	"Epicoccum_nigrum"
"ASV327"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Epicoccum"	NA
"ASV328"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Endophoma"	"Endophoma_elongata"
"ASV329"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Didymella"	"Didymella_boeremae"
"ASV330"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymellaceae"	"Phoma"	NA
"ASV331"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Leotiomycetes"	"Helotiales"	NA	"Cadophora"	NA
"ASV332"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Arthoniomycetes"	"Lichenostigmatales"	"Phaeococcomycetaceae"	"Phaeococcomyces"	NA
"ASV333"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV334"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Arthoniomycetes"	"Lichenostigmatales"	"Phaeococcomycetaceae"	"Phaeococcomyces"	NA
"ASV335"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Lipomycetaceae"	"Lipomyces"	NA
"ASV336"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	NA
"ASV337"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	NA	NA	NA
"ASV338"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_multicolor"
"ASV339"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Penicillium"	"Penicillium_longicatenatum"
"ASV340"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_sesamicola"
"ASV341"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_salwaensis"
"ASV342"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Trichocomaceae"	"Talaromyces"	NA
"ASV343"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV344"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	"Aspergillus_discophorus"
"ASV345"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA
"ASV346"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	"Aspergillus"	NA
"ASV347"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA
"ASV348"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV349"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Venturiales"	NA	NA	NA
"ASV350"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Pichiaceae"	"Pichia"	"Pichia_membranifaciens"
"ASV351"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Pichiaceae"	"Pichia"	NA
"ASV352"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Pichiaceae"	"Pichia"	NA
"ASV353"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Phaffomycetaceae"	"Wickerhamomyces"	"Wickerhamomyces_onychis"
"ASV354"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycodaceae"	"Hanseniaspora"	"Hanseniaspora_uvarum"
"ASV355"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Russulales"	NA	NA	NA
"ASV356"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_mucilaginosa"
"ASV357"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA
"ASV358"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA
"ASV359"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Microbotryomycetes"	"Sporidiobolales"	"Sporidiobolaceae"	"Rhodotorula"	"Rhodotorula_diobovata"
"ASV360"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV361"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Trichosporon"	NA
"ASV362"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Cutaneotrichosporon"	"Cutaneotrichosporon_dermatis"
"ASV363"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Wallemiomycetes"	"Wallemiales"	NA	"Wallemia"	"Wallemia_tropicalis"
"ASV364"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Wallemiomycetes"	"Wallemiales"	NA	"Wallemia"	NA
"ASV365"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Trichosporon"	NA
"ASV366"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Trichosporon"	NA
"ASV367"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Wallemiomycetes"	"Wallemiales"	NA	"Wallemia"	"Wallemia_ichthyophaga"
"ASV368"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV369"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV370"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV371"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV372"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV373"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV374"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV375"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV376"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV377"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV378"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV379"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV380"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV381"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV382"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV383"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV384"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV385"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV386"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV387"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV388"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV389"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV390"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV391"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV392"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV393"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV394"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV395"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetaceae"	"Zygosaccharomyces"	"Zygosaccharomyces_rouxii"
"ASV396"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	NA	NA	NA
"ASV397"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"ASV398"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"ASV399"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	NA	NA
"ASV400"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Paraphaeosphaeria"	NA
"ASV401"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Psathyrellaceae"	"Coprinopsis"	NA
"ASV402"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	"Teloschistales"	"Teloschistaceae"	NA	NA
"ASV403"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	NA	NA
"ASV404"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"ASV405"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Dendrothyrium"	"Dendrothyrium_variisporum"
"ASV406"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Didymosphaeriaceae"	"Dendrothyrium"	NA
"ASV407"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV408"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Sporormiaceae"	"Preussia"	NA
"ASV409"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
