"ASV"	"Domain"	"Supergroup"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV410"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV411"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Hypholoma"	NA
"ASV412"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Tricholomataceae"	"Lepista"	NA
"ASV413"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"ASV414"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"ASV415"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"ASV416"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_pratense"
"ASV417"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Bovista"	"Bovista_plumbea"
"ASV418"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"ASV419"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_subumbrinum"
"ASV420"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	NA
"ASV421"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	NA	NA
"ASV422"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Bovista"	NA
"ASV423"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	NA	NA
"ASV424"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	NA	NA	NA
"ASV425"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Hypholoma"	"Hypholoma_lateritium"
"ASV426"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Hypholoma"	NA
"ASV427"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Pholiota"	"Pholiota_adiposa"
"ASV428"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Sebacinales"	"Sebacinaceae"	"Sebacina"	NA
"ASV429"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Strophariaceae"	"Hypholoma"	NA
"ASV430"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Tremellales"	"Tremellaceae"	"Cryptococcus"	"Cryptococcus_aureus"
"ASV431"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Pucciniomycetes"	"Pucciniales"	"Pucciniastraceae"	"Pucciniastrum"	NA
"ASV432"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_elongata"
"ASV433"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_exigua"
"ASV434"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	"Mortierella_alpina"
"ASV435"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	NA
"ASV436"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	NA
"ASV437"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Phallales"	"Phallaceae"	NA	NA
"ASV438"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Phallales"	"Phallaceae"	NA	NA
"ASV439"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"ASV440"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	NA	NA	NA
"ASV441"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Mycosphaerellaceae"	"Mycosphaerella"	"Mycosphaerella_tassiana"
"ASV442"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Saccharomycetaceae"	"Saccharomyces"	"Saccharomyces_cerevisiae"
"ASV443"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	"Eremomycetaceae"	NA	NA
"ASV444"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Arthopyreniaceae"	"Arthopyrenia"	NA
"ASV445"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Arthopyreniaceae"	"Arthopyrenia"	"Arthopyrenia_salicis"
"ASV446"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV447"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV448"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	NA	NA	NA	NA
"ASV449"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV450"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	NA	NA	NA	NA
"ASV451"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	NA	NA	NA	NA
"ASV452"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV453"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Lecanoromycetes"	NA	NA	NA	NA
"ASV454"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV455"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV456"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV457"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV458"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV459"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	NA	NA	NA	NA
"ASV460"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	NA
"ASV461"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	NA
"ASV462"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	NA	NA	NA
"ASV463"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	NA	NA	NA	NA
"ASV464"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	NA
"ASV465"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"ASV466"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"ASV467"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	NA	NA	NA
"ASV468"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	NA	NA	NA
"ASV469"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	NA	NA	NA
"ASV470"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	NA	NA	NA
"ASV471"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"ASV472"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Verrucariales"	NA	NA	NA
"ASV473"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricostilbomycetes"	"Agaricostilbales"	"Agaricostilbaceae"	"Sterigmatomyces"	"Sterigmatomyces_halophilus"
"ASV474"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricostilbomycetes"	"Agaricostilbales"	"Kondoaceae"	"Bensingtonia"	NA
"ASV475"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricostilbomycetes"	"Agaricostilbales"	"Kondoaceae"	"Kondoa"	"Kondoa_aeria"
"ASV476"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	NA	NA	NA	NA	NA
"ASV477"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV478"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV479"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV480"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV481"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV482"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV483"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV484"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Eurotiales"	"Aspergillaceae"	NA	NA
"ASV485"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	NA	NA	NA
"ASV486"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	NA	NA	NA	NA	NA
"ASV487"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV488"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	NA	NA
"ASV489"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA
"ASV490"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Rozellomycota"	NA	NA	NA	NA	NA
"ASV491"	"Eukaryota"	"Opisthokonta"	"Fungi"	NA	NA	NA	NA	NA	NA
"ASV492"	"Eukaryota"	"Opisthokonta"	"Animalia"	"Cnidaria"	NA	NA	NA	NA	NA
"ASV493"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	NA	"Candida"	"Candida_sake"
"ASV494"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Filobasidiales"	"Filobasidiaceae"	"Naganishia"	"Naganishia_cerealis"
"ASV495"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Tremellomycetes"	"Trichosporonales"	"Trichosporonaceae"	"Trichosporon"	NA
"ASV496"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Cucurbitariaceae"	"Pyrenochaetopsis"	"Pyrenochaetopsis_leptospora"
"ASV497"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Saccharomycetes"	"Saccharomycetales"	"Debaryomycetaceae"	"Meyerozyma"	"Meyerozyma_guilliermondii"
"ASV498"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Bovista"	NA
"ASV499"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	"Malassezia"	"Malassezia_restricta"
"ASV500"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	NA	NA	NA	NA
"ASV501"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Lycoperdon"	"Lycoperdon_subumbrinum"
"ASV502"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Xylariales"	"Apiosporaceae"	"Arthrinium"	NA
"ASV503"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Capnodiales"	"Cladosporiaceae"	"Cladosporium"	"Cladosporium_ramotenellum"
"ASV504"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Mortierellomycota"	"Mortierellomycetes"	"Mortierellales"	"Mortierellaceae"	"Mortierella"	NA
"ASV505"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Malasseziomycetes"	"Malasseziales"	"Malasseziaceae"	NA	NA
"ASV506"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Trichomeriaceae"	"Bradymyces"	NA
"ASV507"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Ascomycota"	"Eurotiomycetes"	"Chaetothyriales"	"Herpotrichiellaceae"	"Exophiala"	"Exophiala_sideris"
"ASV508"	"Eukaryota"	"Opisthokonta"	"Fungi"	"Basidiomycota"	"Agaricomycetes"	"Agaricales"	"Lycoperdaceae"	"Bovista"	NA
