"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU2981"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	"Phagomyxa"	NA	NA	NA
"OTU2982"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	"Phagomyxa"	NA	NA	NA
"OTU2983"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	"Phagomyxa"	NA	NA	NA
"OTU2984"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	NA	NA	NA	NA
"OTU2985"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	NA	NA	NA	NA
"OTU2986"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	NA	NA	NA	NA
"OTU2987"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	NA	NA	NA	NA
"OTU2988"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Plasmodiophorida"	NA	NA	NA	NA	NA
"OTU2989"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	NA	NA	NA	NA	NA
"OTU2990"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	"Chaetoceros"	NA	NA	NA	NA
"OTU2991"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	"Chaetoceros"	NA	NA	NA	NA
"OTU2992"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	NA	NA	NA
"OTU2993"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"MAST-6"	NA	NA	NA	NA	NA	NA
"OTU2994"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pyramimonadales"	NA	NA	NA	NA	NA
"OTU2995"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pyramimonadales"	NA	NA	NA	NA	NA
"OTU2996"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pyramimonadales"	NA	NA	NA	NA	NA
"OTU2997"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Mantoniella"	NA	NA	NA
"OTU2998"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	"Pycnococcaceae-clade1"	NA	NA	NA
"OTU2999"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	"Pycnococcaceae-clade1"	NA	NA	NA
"OTU3000"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3001"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3002"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3003"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3004"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3005"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3006"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3007"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3008"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3009"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3010"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3011"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3012"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pseudoscourfieldiales"	"Pycnococcaceae"	NA	NA	NA	NA
"OTU3013"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadophyceae"	"Pyramimonadales"	NA	NA	NA	NA	NA
"OTU3014"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3015"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3016"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3017"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3018"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3019"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3020"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3021"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3022"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3023"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3024"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3025"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3026"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3027"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3028"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3029"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3030"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3031"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3032"	"Eukaryota"	"Stramenopiles"	"Sagenista"	"Labyrinthulomycetes"	"Labyrinthulida"	"Labyrinthulaceae"	"Aplanochytrium"	NA	NA	NA
"OTU3033"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	NA	NA	NA
"OTU3034"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	NA	NA	NA
"OTU3035"	"Eukaryota"	"Archaeplastida"	"Prasinodermophyta"	"Prasinodermophyceae"	"Prasinodermales"	"Prasinodermaceae"	"Prasinoderma"	"coloniale"	NA	"Prasinoderma_coloniale"
"OTU3036"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Mamiella"	NA	NA	NA
"OTU3037"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Mamiella"	NA	NA	NA
"OTU3038"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU3039"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU3040"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU3041"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Reticulosida"	"Filoretidae"	"Filoreta"	NA	NA	NA
"OTU3042"	"Eukaryota"	"Archaeplastida"	"Streptophyta"	"Embryophyceae"	NA	NA	NA	NA	NA	NA
"OTU3043"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3044"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3045"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Plasmodiophorida"	"Polymyxa-lineage"	NA	NA	NA	NA
"OTU3046"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	"Phagomyxidae"	NA	NA	NA	NA
"OTU3047"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3048"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Vampyrellida"	NA	NA	NA	NA	NA
"OTU3049"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa"	"Vampyrellida"	NA	NA	NA	NA	NA
"OTU3050"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"MAST-12"	"MAST-12A"	NA	NA	NA	NA	NA
"OTU3051"	"Eukaryota"	"Stramenopiles"	"Opalozoa"	"Bicoecea"	"Pseudodendromonadales"	NA	NA	NA	NA	NA
"OTU3052"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Haliphthorales"	NA	NA	NA	NA	NA
"OTU3053"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	NA	NA	NA	NA	NA
"OTU3054"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Haliphthorales"	NA	NA	NA	NA	NA
"OTU3055"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3056"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3057"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3058"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3059"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3060"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	NA	NA	NA	NA	NA
"OTU3061"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3062"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	NA	NA	NA	NA	NA	NA
"OTU3063"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3064"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3065"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3066"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Novel-clade-2"	NA	NA	NA	NA	NA
"OTU3067"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Novel-clade-2"	NA	NA	NA	NA	NA
"OTU3068"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Novel-clade-2"	NA	NA	NA	NA	NA
"OTU3069"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	NA	NA	NA	NA	NA
"OTU3070"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	NA	NA	NA	NA	NA
"OTU3071"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3072"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	NA	NA	NA	NA	NA	NA
"OTU3073"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	NA	NA	NA	NA	NA
"OTU3074"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	NA	NA	NA	NA	NA
"OTU3075"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Euglyphida"	"Paulinellidae"	NA	NA	NA	NA
"OTU3076"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Dolichomastigales"	"Dolichomastigaceae"	NA	NA	NA	NA
"OTU3077"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3078"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3079"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3080"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3081"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3082"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3083"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	NA	NA	NA	NA
"OTU3084"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3085"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3086"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3087"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3088"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3089"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3090"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3091"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3092"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3093"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3094"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3095"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3096"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3097"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Thaumatomonadida"	NA	NA	NA	NA	NA
"OTU3098"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Ventricleftida"	"Ventrifissuridae"	NA	NA	NA	NA
"OTU3099"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	NA	NA	NA	NA	NA	NA
"OTU3100"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3101"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3102"	"Eukaryota"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3103"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Mataza-lineage"	NA	NA	NA	NA	NA
"OTU3104"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Thaumatomonadida"	NA	NA	NA	NA	NA
"OTU3105"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Ebriida"	"TAGIRI1-lineage"	NA	NA	NA	NA
"OTU3106"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Ebriida"	NA	NA	NA	NA	NA
"OTU3107"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Ebriida"	"TAGIRI1-lineage"	NA	NA	NA	NA
"OTU3108"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	NA	NA	NA	NA	NA	NA
"OTU3109"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	NA	NA	NA	NA	NA
"OTU3110"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	NA	NA	NA	NA	NA
"OTU3111"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3112"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Endomyxa-Phytomyxea"	"Phagomyxida"	NA	NA	NA	NA	NA
"OTU3113"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3114"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3115"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3116"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3117"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3118"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3119"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3120"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3121"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3122"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3123"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3124"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3125"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3126"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3127"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3128"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3129"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3130"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3131"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3132"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3133"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3134"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3135"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3136"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3137"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3138"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3139"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3140"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3141"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3142"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3143"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3144"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3145"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3146"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3147"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3148"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3149"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3150"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3151"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3152"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3153"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3154"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3155"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3156"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Cnidaria"	"Hydrozoa"	NA	NA	NA	NA	NA
"OTU3157"	"Eukaryota"	"Opisthokonta"	"Mesomycetozoa"	"Ichthyosporea"	"Ichthyosphonida"	"Pseudoperkinsidae"	NA	NA	NA	NA
"OTU3158"	"Eukaryota"	"Opisthokonta"	"Mesomycetozoa"	"Ichthyosporea"	"Ichthyosphonida"	"Pseudoperkinsidae"	NA	NA	NA	NA
"OTU3159"	"Eukaryota"	"Opisthokonta"	"Mesomycetozoa"	"Ichthyosporea"	"Ichthyosphonida"	"Abeoformidae"	"MAIP"	NA	NA	NA
"OTU3160"	"Eukaryota"	"Opisthokonta"	"Mesomycetozoa"	"Ichthyosporea"	"Ichthyosphonida"	"Abeoformidae"	"MAIP"	NA	NA	NA
"OTU3161"	"Eukaryota"	"Alveolata"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3162"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Nassophorea"	"Discotrichidae"	"NASSO"	NA	NA	NA	NA
"OTU3163"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Colpodellida"	"Colpodellaceae"	"Colpodella"	NA	NA	NA
"OTU3164"	"Eukaryota"	"Alveolata"	"Chrompodellids"	"Colpodellidea"	"Colpodellida"	"Colpodellaceae"	"Colpodella"	NA	NA	NA
"OTU3165"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-I"	"Dino-Group-I-Clade-1"	NA	NA	NA	NA
"OTU3166"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-I"	"Dino-Group-I-Clade-1"	NA	NA	NA	NA
